,0,1
1259,BCOV,6.73
1260,VECO,18.56
1261,QUBT,2.28
1262,DRMA,0.6924
1263,ENTF,10.15
1264,IIIV,22.73
1265,SRC^A,22.55
1266,PDT,14.015
1267,HVT,32.005
1268,NTR,78.525
1269,KIIIW,0.016
1270,TERN,6.81
1271,BBIO,10.99
1272,PTMN,20.64
1273,DLNG^A,23.389
1274,MNTN,10.12
1275,AHL^D,20.44
1276,AHPA,6.61
1277,GTAC,10.12
1278,KE,20.38
1279,MOBQ,1.44
1280,ADNWW,0.33
1281,GSDWW,0.15
1282,SVVC,1.3
1283,ORGNW,1.15
1284,GDST,10.034
1285,BCX,9.73
1286,SCD,12.82
1287,ARCC,19.6
1288,ICMB,3.805
1289,CHUY,29.37
1290,HPK,22.39
1291,PAHC,14.88
1292,COLL,18.22
1293,NHI,56.99
1294,NCAC,10.2
1295,FSRDW,0.0254
1296,ONCR,0.7
1297,PRSRW,0.0107
1298,LOW,207.46
1299,CLOER,0.08
1300,XCUR,1.41
1301,NOGN,0.9199
1302,SLM,16.78
1303,BLEU,9.92
1304,LVWR,6.53
1305,PRSR,10.01
1306,ZIONO,25.205
1307,GEEXW,0.0421
1308,VYGR,5.32
1309,PARA,19.02
1310,SQLLW,0.0501
1311,RITM^A,20.83
1312,ARAY,2.09
1313,CS,4.5401
1314,IMNM,4.56
1315,SPKB,9.95
1316,CDE,3.5
1317,CFFE,10.3422
1318,NWFL,28.055
1319,RRC,29.61
1320,LOCC,9.84
1321,KAIIW,0.0198
1322,KSICW,0.0201
1323,PECO,29.96
1324,IOAC,10.2
1325,SCX,7.21
1326,GCO,48.95
1327,TUSK,5.47
1328,HWELW,0.13
1329,MEC,11.295
1330,GHIX,9.69
1331,GNPX,1.41
1332,VHNAW,0.0702
1333,ALL^I,20.2
1334,CVT,5.82
1335,EXLS,176.1
1336,GAM,36.63
1337,OM,15.42
1338,TPX,31.79
1339,BSAC,15.1
1340,GEEX,10.15
1341,K,70.29
1342,SNES,0.1681
1343,POND,9.97
1344,TM,143.0
1345,VRAR,4.74
1346,CGO,9.14
1347,FNGR,6.94
1348,GFGDW,0.04
1349,SMPL,37.08
1350,LBBBW,0.09
1351,SAIA,192.21
1352,SNA,235.5841
1353,SPGI,347.96
1354,SELF,4.77
1355,PEGY,3.76
1356,FHN,24.35
1357,COST,510.87
1358,PFC,29.36
1359,ESSA,20.57
1360,PMX,8.4601
1361,VSACW,0.04
1362,NMS,11.34
1363,FOXF,88.21
1364,ORRF,26.36
1365,MA,342.52
1366,DWSN,1.91
1367,GNE,8.64
1368,JPM^J,20.475
1369,BANC,16.85
1370,TINV,10.54
1371,FLNC,14.6
1372,HHS,11.97
1373,MCD,274.075
1374,DX,12.79
1375,REED,0.1449
1376,IIVIP,156.86
1377,COWN,38.76
1378,JPM^C,25.35
1379,TLK,26.1
1380,CWAN,17.87
1381,ET^C,23.351
1382,FLC,15.87
1383,MS^E,25.5059
1384,CYTHW,0.5141
1385,EGBN,45.35
1386,CCOI,53.45
1387,MTCR,0.4061
1388,CLAY,10.0801
1389,BIOC,0.82
1390,IMAQ,10.15
1391,COIN,72.07
1392,NABL,10.95
1393,LFLY,0.78
1394,SYPR,2.03
1395,CCTSU,10.14
1396,ETG,16.18
1397,FRGI,6.87
1398,GAMC,9.93
1399,CLR,74.17
1400,SUP,4.91
1401,BRKH,10.03
1402,FOXA,28.84
1403,ALL^B,24.615
1404,ZYXI,10.52
1405,SMIT,1.61
1406,ENERW,0.0226
1407,ADALW,0.1496
1408,LPTX,0.8533
1409,CRI,71.77
1410,C^K,24.98
1411,FRA,11.8
1412,PCTI,4.75
1413,FOUR,48.25
1414,ADM,95.27
1415,SRV,36.3
1416,ASPAU,10.1
1417,TTGT,66.25
1418,CRUS,68.78
1419,TDS^U,19.393
1420,KEY^K,21.7
1421,HFRO,11.2594
1422,ITQ,9.97
1423,VENAW,0.089
1424,STER,20.04
1425,OCSL,6.65
1426,VERI,7.08
1427,BW,5.395
1428,EQC^D,25.59
1429,INVH,31.795
1430,TLGYU,10.14
1431,LUCD,1.87
1432,MVST,2.42
1433,LUNA,5.06
1434,CMTL,10.87
1435,MET^A,21.45
1436,FTAIP,19.6
1437,KF,24.26
1438,ONYXW,0.045
1439,SPLP^A,23.15
1440,ISPC,1.62
1441,HES,146.75
1442,DHF,2.2101
1443,LEN,87.01
1444,BIPC,45.04
1445,BNNRW,0.03
1446,SAM,396.82
1447,AHT^F,16.81
1448,VAXX,1.44
1449,LRFC,18.4999
1450,BOXL,0.5242
1451,JHI,13.03
1452,NXPL,1.78
1453,VATE,0.9
1454,BENEU,10.42
1455,ALTU,9.9301
1456,NUVL,35.34
1457,BPOPM,25.6
1458,HGV,43.77
1459,GOLD,16.145
1460,LIXTW,0.085
1461,ORIC,2.67
1462,ACAB,10.07
1463,CRL,246.6575
1464,PONOU,10.22
1465,ALTG,12.97
1466,NEU,304.81
1467,NRGV,3.23
1468,FBNC,44.41
1469,CBAY,3.44
1470,CNNE,25.255
1471,TEVA,9.295
1472,NDACU,10.01
1473,VERX,17.81
1474,TCRR,1.56
1475,AHT^I,17.46
1476,VST,23.78
1477,OFG,28.19
1478,BELFB,34.52
1479,CTLP,3.27
1480,FTI,11.82
1481,BBBY,4.59
1482,RMBL,15.91
1483,KIM^M,20.91
1484,MTBCP,26.385
1485,URBN,24.68
1486,DHCNI,11.65
1487,MCAEU,10.1
1488,SCMAU,10.13
1489,GS^C,19.12
1490,ATLCP,20.5
1491,AKU,1.79
1492,KAII,9.95
1493,GFF,33.16
1494,WDI,13.1999
1495,KRNLW,0.0114
1496,NGL,1.31
1497,MEI,45.9893
1498,MBINN,21.61
1499,ZTS,147.87
1500,CVII,9.95
1501,FGI,2.85
1502,VINC,1.07
1503,AGR,40.93
1504,MHLA,16.9895
1505,AMTI,0.8938
1506,FRBN,10.15
1507,CFIV,10.0
1508,AMNB,36.68
1509,VBIV,0.7257
1510,JCI,66.04
1511,HZO,33.66
1512,NWN,47.49
1513,WVVIP,4.98
1514,SSSS,4.13
1515,CSAN,13.49
1516,NERV,2.76
1517,UMC,7.2992
1518,HMPT,1.82
1519,KRG,21.95
1520,EGO,7.085
1521,ZEST,0.7202
1522,AZTA,45.55
1523,RGTI,2.09
1524,CPARU,9.9101
1525,BHSEW,0.12
1526,FORA,3.63
1527,MBINM,25.9
1528,AYTU,0.1674
1529,RF^E,18.6725
1530,FATBW,4.4
1531,ONTX,0.7185
1532,WDC,35.5
1533,AAQC,9.91
1534,WEN,20.97
1535,NTRS,84.68
1536,PACX,10.01
1537,BOKF,108.87
1538,RMBS,30.04
1539,CCRN,38.1
1540,VLCN,1.52
1541,NET,52.35
1542,BLK,737.48
1543,ENR,29.835
1544,ROSE,10.21
1545,AX,41.8
1546,DHT,9.795
1547,GJT,21.2
1548,SOTK,7.2677
1549,ADES,3.0
1550,ADSK,216.39
1551,FTIIW,0.03
1552,GGMC,9.91
1553,ADP,242.64
1554,PRT,7.6182
1555,BLBX,0.53
1556,TSIB,10.0
1557,ADVWW,0.23
1558,JPT,18.14
1559,SPE,12.0
1560,MLAB,135.81
1561,BNIX,10.04
1562,HEI,157.88
1563,PALI,0.0949
1564,PAYO,7.7
1565,ASH,110.645
1566,RNERU,10.2
1567,NOTE,5.45
1568,NS^B,21.75
1569,ADBE,325.68
1570,FIAC,10.04
1571,SSAAU,9.93
1572,MTAC,10.0
1573,MPLN,1.85
1574,COMS,0.062
1575,TRQ,31.39
1576,ADX,16.02
1577,FSSIW,0.03
1578,ADVM,0.9051
1579,DIBS,7.02
1580,DXCM,120.87
1581,NARI,76.66
1582,HAS,65.73
1583,HT^E,18.59
1584,TMKRW,0.21
1585,LTRN,4.3
1586,MSPRW,0.0519
1587,ENTFW,0.04
1588,NRDS,11.25
1589,NUVB,1.995
1590,IVR,13.25
1591,BYD,59.36
1592,HOLX,66.93
1593,PRME,18.65
1594,GSRMW,0.12
1595,NBSTU,9.93
1596,ASTI,2.8
1597,CLINU,10.05
1598,CMS^C,17.6784
1599,EACPU,9.95
1600,GDV^H,24.43
1601,ROG,104.95
1602,ROP,440.3352
1603,CRGE,2.16
1604,BRDS,0.351
1605,HFFG,4.68
1606,NEPH,1.1099
1607,WPC,78.55
1608,REXR^B,22.86
1609,UFCS,26.12
1610,AHL^E,20.48
1611,TDS,10.97
1612,SILK,45.4
1613,SEVN,9.27
1614,GDDY,74.63
1615,SRZNW,0.2293
1616,SWZ,7.73
1617,ATIP,0.6613
1618,GDNR,10.05
1619,ZING,9.98
1620,PACW,25.48
1621,LOPE,100.33
1622,ADV,3.33
1623,GRTX,1.65
1624,WFG,82.03
1625,RMGC,10.0
1626,SNCRL,20.25
1627,RDNT,19.14
1628,TK,4.36
1629,AVY,183.64
1630,SITC,13.075
1631,ATLC,29.44
1632,ROCAU,10.08
1633,SBS,10.84
1634,WAFDP,17.73
1635,CPNG,17.965
1636,ODC,30.4879
1637,PAR,27.05
1638,BLTE,28.78
1639,FEIM,5.35
1640,VTR,45.175
1641,ARW,111.82
1642,BNIXW,0.035
1643,SYBX,0.8689
1644,CSCO,45.64
1645,CFIVW,0.035
1646,STN,51.14
1647,AVHIW,0.0499
1648,KOD,7.27
1649,TPBA,9.86
1650,MFA^C,18.1
1651,ENV,52.855
1652,MWA,11.08
1653,CLNE,6.59
1654,CALB,22.1
1655,PAYA,7.9
1656,VRCA,2.42
1657,BRT,21.31
1658,VYNT,0.4862
1659,HBI,7.44
1660,BRK/B,310.86
1661,KPLT,0.95
1662,C,49.74
1663,AGTC,0.41
1664,CBRGU,10.13
1665,FTS,40.698
1666,NBHC,47.99
1667,WFC^Z,19.15
1668,JOFFW,0.0351
1669,INVE,12.39
1670,GPOR,88.47
1671,BECN,56.32
1672,STSSW,0.2864
1673,OXLCL,22.25
1674,LCNB,17.68
1675,TV,5.71
1676,GECC,9.95
1677,CRVL,162.23
1678,ALCC,9.83
1679,TT,175.235
1680,VVOS,0.735
1681,KRMD,2.39
1682,HASI,32.295
1683,TCRX,2.835
1684,GNW,4.73
1685,DICE,34.52
1686,AAOI,2.8
1687,ARCB,77.36
1688,MU,54.04
1689,MLP,9.15
1690,STEL,31.56
1691,BAX,54.32
1692,BAC^N,21.055
1693,AA,48.475
1694,BIVI,3.93
1695,MSBI,28.43
1696,OXM,105.94
1697,PRPC,10.015
1698,MATX,70.9201
1699,TCI,41.01
1700,DM,2.2
1701,LBRDK,84.6
1702,LNT,52.37
1703,RCRTW,0.0986
1704,CEPU,4.9
1705,SKIL,1.85
1706,NSIT,94.6
1707,DHBCU,9.9
1708,QSI,3.07
1709,ATXS,9.195
1710,BOCNU,10.11
1711,MDRR,0.7908
1712,VCXAU,10.03
1713,DCP^B,25.09
1714,BCC,72.79
1715,MFA^B,19.82
1716,ARGD,21.46
1717,NM,2.37
1718,GATX,108.67
1719,COMP,3.375
1720,HCP,31.88
1721,RANI,6.09
1722,SCPL,13.79
1723,EPHY,9.95
1724,PGZ,11.03
1725,GLOP^A,23.16
1726,TRUE,1.52
1727,WETF,5.4
1728,KCGI,10.09
1729,LGI,14.68
1730,FTNT,57.1
1731,OPRX,15.47
1732,CING,1.07
1733,HQH,19.0934
1734,KO,61.34
1735,IT,335.55
1736,TPR,34.82
1737,PMCB,2.97
1738,SNGX,0.7
1739,JAQCW,0.0977
1740,PCPC,24.97
1741,THG,142.01
1742,LEG,35.82
1743,CLNN,1.01
1744,MFIC,11.17
1745,JCIC,9.96
1746,CHH,121.24
1747,BIAFW,0.4522
1748,CTO,20.26
1749,LNSR,5.0
1750,DHHCU,9.93
1751,PIK,1.27
1752,RVSB,6.87
1753,FITBP,22.33
1754,EXC,38.76
1755,ACAH,9.92
1756,MCACU,10.04
1757,CSSEL,0.059
1758,PHX,3.735
1759,TSE,26.2
1760,FISV,102.6
1761,SCU,8.75
1762,TME,4.46
1763,GF,8.18
1764,SWX,64.845
1765,OTIC,0.0989
1766,UTL,50.905
1767,SATS,18.81
1768,RF,23.3388
1769,AQB,0.6966
1770,RACYW,0.0201
1771,ME,3.16
1772,VCXAW,0.0201
1773,FICVW,0.06
1774,SUZ,10.82
1775,CTG,7.53
1776,MLTX,7.98
1777,NS^C,24.23
1778,RENE,10.09
1779,CANO,2.34
1780,PRIF^J,20.69
1781,VIVK,1.12
1782,BBIG,0.92
1783,BLMN,23.46
1784,SKGRU,10.08
1785,HLN,6.595
1786,SJW,72.09
1787,MIN,2.79
1788,FCPT,27.12
1789,ICD,3.75
1790,GECCM,24.58
1791,MOS,54.13
1792,AGFY,1.74
1793,DB,10.545
1794,DUK,96.07
1795,FLL,6.74
1796,ARL,19.21
1797,BBVA,5.545
1798,PBAX,10.17
1799,AMCI,9.81
1800,HLTH,3.9
1801,KPRX,6.33
1802,LGND,88.06
1803,FLNG,34.92
1804,DUK^A,24.4
1805,GDSTU,10.1
1806,PEPL,10.02
1807,BEP,29.84
1808,STVN,15.18
1809,RF^C,22.105
1810,CION,10.58
1811,SSB,89.96
1812,PUBM,17.3
1813,RTX,94.31
1814,SPR,26.94
1815,TAL,5.29
1816,QRTEP,49.87
1817,IGTAU,10.08
1818,CHEF,36.5
1819,EFSC,53.28
1820,ORCL,78.32
1821,TGH,31.66
1822,EDR,22.0
1823,FBRT^E,18.45
1824,SKM,21.0309
1825,PSB^Y,14.25
1826,HOMB,26.075
1827,ATHM,30.955
1828,LC,10.94
1829,ARBGU,10.0299
1830,METC,11.16
1831,ROKU,54.55
1832,STAR          ,11.03
1833,PHI,27.19
1834,ACA,58.36
1835,SIVBP,18.76
1836,VIST,14.42
1837,INKAW,0.095
1838,PDLB,9.27
1839,RZA,25.395
1840,PBLA,0.1373
1841,MCAFR,0.2916
1842,MUI,10.765
1843,FMNB,13.75
1844,APP,17.39
1845,WMB,34.405
1846,DLCA,9.99
1847,VEEE,2.2
1848,SOR,37.1
1849,HIBB,63.04
1850,ARC,2.71
1851,EYPT,5.49
1852,WNS,83.0
1853,AAWW,100.86
1854,BHVN,16.225
1855,F^C,23.51
1856,BBN,17.8
1857,IBKR,80.12
1858,AFCG,17.07
1859,NEE,83.335
1860,NEE^P,51.43
1861,PSFE,1.495
1862,IMAQW,0.041
1863,TRGP,73.3
1864,NRP,44.805
1865,NKLA,3.2
1866,NOACU,10.02
1867,UFI,8.15
1868,KINS,2.31
1869,MOGU,2.3147
1870,CARV,4.61
1871,CLPR,7.3
1872,PRIF^L,21.55
1873,PFXNZ,20.3782
1874,SUAC,10.07
1875,LHDX,1.05
1876,GDOT,19.01
1877,RERE,1.75
1878,HMN,37.445
1879,BFH,42.56
1880,AJX,8.31
1881,BFS^D,20.1
1882,BLEUR,0.1098
1883,SLDPW,1.12
1884,BRC,48.75
1885,HAE,76.39
1886,KRC,44.07
1887,BFAM,75.46
1888,OUST,1.22
1889,YELP,30.1
1890,ABOS,7.16
1891,MCG,4.95
1892,SCLEW,0.0095
1893,ARGO,25.38
1894,CPTN,2.25
1895,CBD,3.86
1896,DK,33.87
1897,AQNU,29.45
1898,FLFVR,0.08
1899,BC^C,23.7083
1900,BJ,76.765
1901,LKFN,82.72
1902,SONY,82.8
1903,GIIX,9.89
1904,SNCR,1.05
1905,ERF,18.9536
1906,MTCN,64.13
1907,UNMA,24.0
1908,HWC,55.4
1909,BW^A,16.4922
1910,TBK,51.3
1911,EEA,7.46
1912,GROMW,0.0499
1913,WRB^E,23.0628
1914,SFBS,76.67
1915,EVE,10.14
1916,LPSN,10.42
1917,PCYO,8.5
1918,JLS,15.98
1919,REVBW,0.0312
1920,CYCC,1.42
1921,AKO/A,8.7919
1922,CIG,2.03
1923,IIIN,27.22
1924,FUSB,7.64
1925,NQP,10.78
1926,CZWI,12.83
1927,G,45.29
1928,SKGRW,0.08
1929,NLY^I,22.3
1930,EQHA,9.96
1931,INPX,3.08
1932,TELA,9.13
1933,NVTA,3.2915
1934,ETO,22.19
1935,PETVW,0.48
1936,GRNT,9.37
1937,SHG,28.0
1938,LANDM,23.75
1939,MITA,9.89
1940,CRS,39.92
1941,SELB,1.7
1942,ACV,20.7082
1943,BLCO,15.42
1944,ESAB,41.015
1945,SOJD,20.3196
1946,UIHC,0.4033
1947,RCLFW,0.0199
1948,WSTG,31.11
1949,YETI,43.98
1950,TWCBU,9.76
1951,EHI,6.905
1952,ESCA,11.15
1953,WHR,157.14
1954,XAIR,6.92
1955,BA,176.1248
1956,ALGS,1.05
1957,SLGCW,0.4283
1958,PHR,25.1
1959,FSNB,9.94
1960,MTBC,3.795
1961,CMPX,3.18
1962,ACAX,9.91
1963,FROG,25.88
1964,BHFAP,22.78
1965,ASGI,17.46
1966,ONBPP,26.0
1967,SP,37.1
1968,RBC,238.0
1969,GGZ,11.463
1970,EVG,11.1
1971,FTII,10.1
1972,DTG,18.8109
1973,FDMT,8.88
1974,TILE,11.37
1975,VTSI,5.1
1976,DLR^L,20.523
1977,EOSEW,0.36
1978,CDXC,1.55
1979,AIRS,6.84
1980,SINT,0.102
1981,VIR,22.65
1982,FFWM,16.15
1983,ALLO,10.77
1984,NEWTZ,24.49
1985,FNCB,7.63
1986,IPSC,10.78
1987,LGTOW,0.374
1988,SMMF,29.39
1989,ECC^D,21.1
1990,ASPU,0.3971
1991,FPAY,1.6
1992,RELI,0.6263
1993,DBD,2.465
1994,KB,37.32
1995,ENS,77.85
1996,MPA,10.65
1997,GWRS,12.9
1998,SMWB,6.03
1999,DG,252.09
2000,DXR,11.79
2001,OCCIO,23.0
2002,SPFI,31.19
2003,BASE,13.07
2004,EUCRU,10.04
2005,IPGP,87.36
2006,PCTTW,3.25
2007,VMD,6.49
2008,CLS,11.76
2009,PRE^J,20.25
2010,WATT,1.21
2011,NTST,18.56
2012,STRR,1.05
2013,OMC,77.48
2014,DCI,59.56
2015,REX,31.71
2016,ARTW,2.08
2017,INTA,22.4
2018,ZTO,21.77
2019,XELB,0.97
2020,CAG,34.825
2021,SVNAW,0.0705
2022,FRSH,13.78
2023,IVCPU,10.0
2024,FULC,5.43
2025,PHAT,10.44
2026,SBR,88.1
2027,SHQAW,0.03
2028,SCCO,59.68
2029,AOGO,10.01
2030,POLA,2.27
2031,TRDA,22.65
2032,MMC,167.6
2033,MCO,298.635
2034,XOMAO,22.09
2035,VLN,3.855
2036,VHI,25.0381
2037,CVLY,20.25
2038,LHAA,9.92
2039,SAH,51.62
2040,DPCSU,10.03
2041,FCUV,10.07
2042,DBRG^J,20.4285
2043,ACRO,9.85
2044,LMAOW,0.11
2045,CMSA,22.8699
2046,NDAQ,62.28
2047,CVX,189.27
2048,FR,49.18
2049,TUYA,1.015
2050,STEW,12.7399
2051,MCACW,0.0449
2052,ARES,79.13
2053,FLIC,17.76
2054,ENER,9.94
2055,THR,19.53
2056,CXW,10.6269
2057,VRME,1.05
2058,MUC,10.501
2059,EQT,44.175
2060,STRS,27.44
2061,CPARW,0.07
2062,PNF,8.205
2063,LJAQU,10.12
2064,W,42.24
2065,AMX,20.2101
2066,KPTI,5.07
2067,CLW,38.185
2068,PR,11.015
2069,DEO,174.44
2070,SR^A,23.6031
2071,CATY,44.98
2072,SONN,1.16
2073,ONEW,33.62
2074,CADE^A,20.775
2075,LBRDP,22.0
2076,ZVIA,3.6411
2077,AGCB,9.98
2078,HIII,9.94
2079,BB,4.825
2080,NNN,45.125
2081,IDE,9.4
2082,PYT,20.42
2083,RUSHA,50.15
2084,GJO,23.75
2085,AU,17.905
2086,SCYX,2.42
2087,BHIL,3.07
2088,RITM,9.0
2089,TXT,70.785
2090,ROCGW,0.028
2091,EVF,5.39
2092,RAAS,0.9925
2093,BAM,45.81
2094,DDD,10.2
2095,EUCR,9.97
2096,AER,59.0
2097,SYRS,4.64
2098,OSK,92.64
2099,MRSN,7.18
2100,GAB,5.74
2101,IHS,6.55
2102,TAST,1.68
2103,GMFIW,0.08
2104,INVO,1.13
2105,STLD,94.43
2106,UBX,2.54
2107,FULTP,20.2774
2108,BIO/B,426.97
2109,FTVI,9.99
2110,AVO,16.52
2111,AGM,121.22
2112,MG,4.315
2113,NLY^F,24.61
2114,VWEWW,0.32
2115,FPAC,9.95
2116,AMPX,10.74
2117,DLTR,158.55
2118,PFXNL,24.97
2119,GATEU,10.07
2120,NEOV,3.93
2121,KKR^C,68.2142
2122,YRD,1.3193
2123,GCMGW,0.5279
2124,NXGN,19.56
2125,GBTG,4.905
2126,RFM,15.79
2127,CEAD,0.9701
2128,RNST,39.32
2129,FRC^H,20.93
2130,CRDO,13.72
2131,ABSI,3.22
2132,MTCH,43.68
2133,NDP,34.08
2134,MGNX,4.98
2135,UNF,194.4694
2136,NOV,23.8
2137,CRBU,9.77
2138,ECBK,15.79
2139,EEX,3.7624
2140,BDN,6.825
2141,PCSB,19.39
2142,XELAP,4.0487
2143,YOTAU,10.0
2144,DBX,22.02
2145,RBCAA,46.87
2146,NXGLW,0.28
2147,MS^K,23.6114
2148,CADL,1.94
2149,SVFAU,10.0
2150,CLST,13.05
2151,RHI,80.72
2152,YUMC,52.73
2153,AGAC,9.99
2154,BERY,52.0
2155,TNP^F,23.75
2156,SMBK,29.64
2157,BMA,13.51
2158,TLGA,10.0092
2159,LITB,1.1485
2160,AQST,0.8599
2161,CHW,5.69
2162,FNWD,32.48
2163,PNACR,0.1
2164,SIEB,1.58
2165,ATUS,5.065
2166,FHN^B,24.74
2167,HSY,221.19
2168,FIS,64.67
2169,ASPAW,0.0699
2170,PACI,10.05
2171,CSSE,7.0
2172,PRTC,30.39
2173,MACK,3.81
2174,SOJE,18.8
2175,FICV,9.88
2176,PWUPU,10.1601
2177,RAIL,4.32
2178,DVA,72.0
2179,XFLT^A,24.795
2180,AIU,1.07
2181,FATBB,6.75
2182,AVYA,1.5601
2183,AMGN,273.81
2184,IGACW,0.121
2185,SIDU,1.8
2186,EME,152.35
2187,CCRD,28.73
2188,AROW,34.26
2189,DFIN,37.17
2190,SOFO,1.01
2191,AEIS,79.02
2192,APCXW,0.2496
2193,AHT^D,20.7
2194,WE,2.92
2195,ONFOW,0.2205
2196,NCZ^A,21.5
2197,AGGRW,0.0214
2198,GL^D,18.2192
2199,RSSS,1.94
2200,FOCS,35.49
2201,SIRI,6.17
2202,LOB,32.9
2203,WAVSW,0.0004
2204,VSTO,27.1
2205,JNCE,2.23
2206,GTLB,49.05
2207,ILPT,4.83
2208,PEARW,0.1801
2209,AMPL,16.49
2210,IGMS,20.46
2211,JHG,26.61
2212,AQUNR,0.2813
2213,JBSS,83.4
2214,GAB^G,22.38
2215,NTNX,26.8
2216,WINVR,0.0401
2217,AVIR,5.9
2218,DECAU,10.17
2219,KNSA,11.72
2220,ORGS,1.28
2221,MAA^I,56.63
2222,SF^C,24.0
2223,FNV,141.33
2224,J,127.33
2225,MED,109.94
2226,PRLD,6.74
2227,DAWN,21.35
2228,MP,35.0416
2229,RUSHB,54.28
2230,JHAA,9.07
2231,PFO,9.24
2232,VMEO,3.67
2233,BCSF,13.52
2234,KODK,4.59
2235,GH,47.86
2236,CSL,243.7
2237,FLYA,10.35
2238,EEFT,86.35
2239,GTACW,0.07
2240,LNN,169.905
2241,ENIC,1.84
2242,KZR,7.65
2243,TPVG,13.05
2244,CDNA,19.81
2245,TGL,1.82
2246,TWST,33.38
2247,FWONA,52.49
2248,MSSAR,0.16
2249,VEEV,187.95
2250,FLO,27.945
2251,MBSC,10.04
2252,NMTC,1.04
2253,NEE^N,24.818
2254,BBDO,2.4401
2255,GMTX,1.8
2256,LEV,3.52
2257,CAC,43.42
2258,FWBI,1.13
2259,ABR^E,18.66
2260,NPFD,17.565
2261,EFHTU,10.01
2262,VTIQU,9.9
2263,SSAAW,0.0201
2264,RMBI,13.1526
2265,GUT^C,23.65
2266,BEEMW,6.5965
2267,PRGO,32.98
2268,AGRO,7.72
2269,HLAHU,9.94
2270,FTDR,22.05
2271,ROAD,31.34
2272,NOA,13.55
2273,FICVU,9.88
2274,FTAIN,18.9
2275,FVRR,37.795
2276,SAND          ,5.26
2277,SREA,23.16
2278,AVCT,1.28
2279,GOVXW,0.21
2280,ASLE,20.78
2281,NOVN,1.22
2282,PANL,4.86
2283,PHD,8.885
2284,WMT,141.5599
2285,RWODW,0.035
2286,CPRT,116.36
2287,CNTX,1.26
2288,CHT,35.04
2289,HCARW,0.025
2290,XIN,0.4999
2291,XYL,110.1
2292,ARGUW,0.06
2293,USCTU,10.22
2294,SMRT,2.8
2295,BAC^E,19.4
2296,STRO,7.23
2297,OEPW,9.92
2298,PANA,9.8621
2299,CPHC,22.74
2300,APLE,16.405
2301,ERO,12.3
2302,RLJ,11.92
2303,RITM^B,20.36
2304,MDRRP,22.58
2305,PCX,10.12
2306,DOCN,31.87
2307,PHM,43.72
2308,OKTA,57.29
2309,C^N,28.45
2310,HTH,30.78
2311,PTOCW,0.0322
2312,PL,5.37
2313,COO,320.0
2314,AGM^F,19.03
2315,WCN,136.73
2316,EFC,14.47
2317,FDEU,10.886
2318,FWRD,104.53
2319,GSK,32.62
2320,FIACU,10.01
2321,YMAB,8.93
2322,SLAMW,0.051
2323,INBX,32.73
2324,BHK,10.4
2325,EMN,89.15
2326,CCTS,10.14
2327,OLN,59.97
2328,BTOG,0.259
2329,RITM^C,18.9
2330,CDAQW,0.0771
2331,ESTC,63.48
2332,RRX,130.0
2333,FIVE,149.33
2334,AZUL,7.76
2335,BORR,5.41
2336,CTBB,19.71
2337,GAB^K,22.39
2338,ENSC,3.88
2339,IRWD,11.11
2340,GES,19.165
2341,JPM^K,19.365
2342,ANNX,4.9
2343,ARTE,10.0
2344,CIEN,45.295
2345,FRBK,3.09
2346,DAVEW,0.0375
2347,IGI,16.025
2348,PZC,8.16
2349,EQBK,35.45
2350,SWETW,0.03
2351,WEC,93.64
2352,SFNC,23.73
2353,S,17.94
2354,DNUT,14.4
2355,FLACU,10.35
2356,GKOS,51.52
2357,EVLO,2.11
2358,FRON,9.97
2359,JWN,21.66
2360,CNM,21.07
2361,ADALU,10.13
2362,PFHC,21.5
2363,ARI,12.18
2364,MLI,66.03
2365,EVT,24.35
2366,DYAI,2.32
2367,LMNR,11.63
2368,GEGGL,16.75
2369,PRCT,45.34
2370,TYG,33.97
2371,OLMA,3.71
2372,PLL,61.45
2373,PTA,18.1686
2374,DCO,50.63
2375,FUL,75.33
2376,UNH,520.1733
2377,CPB,49.65
2378,RENT,1.835
2379,AAN,11.27
2380,WOLF,90.805
2381,BAMR,45.75
2382,CFR,146.24
2383,GLSTU,10.445
2384,AMRC,60.23
2385,KNTE,8.71
2386,INT,27.23
2387,CRBP,0.128
2388,AYX,46.66
2389,AVPT,4.33
2390,SWAV,284.66
2391,SRSA,10.05
2392,SFL,10.78
2393,RYTM,26.37
2394,GM,40.275
2395,CVLT,61.67
2396,DUOT,3.49
2397,PFTA,9.9
2398,SLG^I,20.45
2399,NYMTL,16.97
2400,ECL,154.28
2401,MFM,4.9099
2402,BLEUU,10.0
2403,PRIM,20.22
2404,NBTB,46.57
2405,LND,5.27
2406,HLIT,15.65
2407,HROW,12.25
2408,ESPR,7.99
2409,IGNY,9.96
2410,VANI,1.87
2411,CNTY,7.74
2412,TITN,34.2
2413,RNWK,0.7138
2414,LHCG,166.5
2415,WAVD,0.9
2416,CLH,114.545
2417,MGY,27.34
2418,KITT,3.3
2419,FHLTW,0.0696
2420,JOFF,9.92
2421,CPG,8.5
2422,PESI,4.301
2423,MER^K,25.22
2424,BNL,17.645
2425,SRTS,13.99
2426,FATBP,18.4
2427,USCT,10.2192
2428,PNNT,6.0794
2429,IAG,1.81
2430,MLAIU,10.06
2431,OPAD,0.8701
2432,CSQ,13.7
2433,ARE,150.08
2434,SLDB,6.11
2435,THAC,10.21
2436,H,94.115
2437,TALO,21.08
2438,SES,5.33
2439,ADTX,2.68
